,CID,SID,target,Efficacy
94009,12006183,17515848,1,109.671
94017,12006175,17515838,1,205.566
94018,12006173,17515837,1,138.861
94022,12006169,17515830,1,113.772
94023,12006167,17515824,1,181.502
94024,12006166,17515823,1,186.936
94028,12006161,17515819,1,161.283
94030,12006159,17515817,1,126.917
94031,12006157,17515816,1,122.282
94046,12006145,17515790,1,144.332
94056,12006136,17515758,1,174.714
94057,12006135,17515757,1,100.524
94058,12006134,17515756,1,190.584
94065,12006126,17515717,1,195.185
94066,12006125,17515713,1,154.821
94068,12006123,17515710,1,162.804
94082,12006110,17515654,1,103.76
94084,12006108,17515645,1,152.651
94085,12006107,17515644,1,133.395
94087,12006105,17515632,1,141.393
94100,12006092,17515603,1,127.936
94101,12006091,17515602,1,176.484
94109,12006081,17515580,1,88.5229
94117,12006071,17515561,1,161.797
94119,12006069,17515559,1,126.362
94148,12006037,17515437,1,102.562
94156,12006027,17515404,1,131.397
94159,12006024,17515400,1,108.767
94160,12006023,17515390,1,142.817
94171,12006012,17515346,1,103.122
94177,12006003,17515310,1,93.2324
94186,12005994,17515301,1,122.0
94203,12005975,17515241,1,124.76
94214,12005963,17515190,1,149.632
94215,12005962,17515182,1,159.427
94223,12005954,17515147,1,128.089
94226,12005951,17515132,1,147.828
94227,12005950,17515128,1,112.827
94231,12005946,17515085,1,156.312
94232,12005945,17515068,1,171.276
94234,12005943,17515064,1,112.326
94246,12005930,17515001,1,153.4
94247,12005929,17514990,1,164.045
94249,12005927,17514979,1,157.408
94256,12005920,17514950,1,125.659
94262,12005914,17514894,1,164.586
94265,12005911,17514879,1,128.535
94266,12005910,17514874,1,159.313
94272,12005903,17514821,1,110.956
94283,12005893,17514788,1,216.331
94286,12005890,17514772,1,83.7439
94302,12005872,17514624,1,113.433
94313,12005862,17514563,1,151.636
94321,12005854,17514516,1,146.068
94343,12005832,17514411,1,168.862
94347,12005828,17514387,1,216.062
94375,12005799,17514284,1,153.333
94411,12005760,17514012,1,128.897
94420,12005738,17513782,1,123.134
94430,12005711,17513373,1,139.33
94432,12005708,17513329,1,132.208
94433,12005707,17513321,1,122.537
94436,12005699,17513203,1,146.181
94439,12005696,17513158,1,152.522
94442,12005692,17513104,1,95.712
94449,12005683,17513014,1,138.801
94461,12005659,17512703,1,127.888
94465,12005652,17512634,1,170.182
94473,12005642,17512541,1,79.0169
94517,12005591,17512121,1,144.798
94521,12005586,17512065,1,144.204
94535,12005567,17511807,1,170.39
94536,12005566,17511806,1,139.08
94555,12005544,17511638,1,178.627
94556,12005543,17511637,1,132.862
94557,12005542,17511636,1,196.117
94562,12005537,17511575,1,162.194
94564,12005535,17511557,1,134.265
94569,12005529,17511487,1,166.08
94574,12005524,17511472,1,135.644
94593,12005504,17511335,1,147.477
94594,12005503,17511326,1,75.3759
94610,12005482,17511262,1,98.9564
94613,12005474,17511244,1,165.535
94632,12005441,17511148,1,138.25
94633,12005440,17511146,1,127.478
94639,12005434,17511134,1,105.379
94654,12005417,17511071,1,85.6468
94666,12005404,17510990,1,124.601
94686,12005373,17510907,1,86.6368
94692,12005367,17510896,1,103.082
94706,12005351,17510822,1,180.291
94712,12005346,17510812,1,123.243
94713,12005345,17510810,1,143.621
94740,12005314,17510693,1,169.631
94742,12005312,17510686,1,158.094
94758,12005295,17510658,1,129.884
94768,12005284,17510609,1,136.329
94783,12005270,17510578,1,155.136
94784,12005269,17510577,1,140.954
94785,12005268,17510576,1,136.693
94786,12005267,17510575,1,166.873
94792,12005261,17510564,1,113.909
94802,12005251,17510543,1,100.792
94803,12005250,17510540,1,140.61
94835,12005211,17510454,1,107.696
94838,12005208,17510450,1,139.969
94839,12005207,17510449,1,137.135
94842,12005204,17510446,1,91.2063
94843,12005203,17510445,1,107.345
94844,12005202,17510444,1,145.518
94850,12005196,17510417,1,146.124
94861,12005182,17510327,1,172.572
94883,12005153,17510277,1,150.272
94900,12005135,17510240,1,167.306
94903,12005127,17510226,1,119.495
94904,12005126,17510224,1,132.978
94910,12005120,17510205,1,145.532
94926,12005102,17510113,1,100.511
94932,12005094,17510097,1,86.4404
94937,12005087,17510066,1,143.676
94938,12005086,17510065,1,147.81
94943,12005081,17510054,1,89.3075
94962,12005062,17509969,1,84.9137
94969,12005055,17509937,1,152.921
94997,12005024,17509879,1,120.326
94998,12005023,17509878,1,211.489
95010,12005011,17509860,1,146.847
95016,12005006,17509847,1,99.3267
95031,12004991,17509827,1,139.252
95042,12004980,17509801,1,220.956
95043,12004979,17509800,1,179.855
95054,12004968,17509776,1,132.101
95056,12004966,17509773,1,124.085
95077,12004938,17509688,1,150.034
95078,12004937,17509685,1,116.89
95083,12004932,17509669,1,201.841
95084,12004931,17509667,1,186.398
95085,12004930,17509666,1,137.268
95087,12004928,17509664,1,124.805
95106,12004910,17509624,1,89.5026
95115,12004902,17509606,1,147.99
95118,12004899,17509598,1,105.231
95120,12004897,17509596,1,182.585
95124,12004893,17509580,1,146.96
95126,12004891,17509578,1,142.275
95127,12004890,17509577,1,121.087
95128,12004889,17509576,1,94.3247
95159,12004857,17509507,1,85.8317
95160,12004856,17509505,1,103.682
95172,12004843,17509476,1,110.473
95189,12004825,17509417,1,126.777
95210,12004806,17509349,1,98.2133
95218,12004796,17509330,1,173.432
95227,12004785,17509306,1,142.002
95236,12004776,17509292,1,75.9072
95246,12004766,17509275,1,129.884
95253,12004758,17509246,1,196.397
95266,12004744,17509176,1,146.187
95267,12004742,17509145,1,167.706
95269,12004739,17509097,1,131.485
95270,12004738,17509058,1,139.306
95276,12004729,17508783,1,127.179
95279,12004726,17508662,1,140.235
95280,12004724,17508583,1,176.542
95282,12004722,17508507,1,131.701
95285,12004719,17508492,1,140.005
95289,12004715,17508286,1,165.697
95297,12004704,17507891,1,113.215
95302,12004696,17507613,1,139.587
95315,12004678,17507123,1,154.642
95318,12004675,17507092,1,147.966
95321,12004672,17507056,1,153.994
95325,12004653,17506186,1,102.089
95334,12004641,17506024,1,213.204
95335,12004640,17505964,1,144.704
95336,12004639,17505962,1,121.352
95341,12004633,17505797,1,166.561
95343,12004630,17505738,1,121.064
95349,12004618,17505596,1,215.303
95358,12004600,17505489,1,82.046
95360,12004598,17505486,1,186.157
95367,12004585,17505357,1,122.54
95369,12004583,17505323,1,151.691
95386,12004557,17505055,1,219.946
95398,12004536,17504787,1,139.686
95405,12004528,17504718,1,180.4
95406,12004527,17504717,1,125.878
95410,12004523,17504619,1,142.555
95414,12004519,17504521,1,157.414
95426,12004502,17504399,1,168.424
95436,12004490,17504315,1,103.404
95441,12004481,17504241,1,157.822
95446,12004472,17504152,1,142.981
95447,12004471,17504150,1,143.095
95455,12004462,17504083,1,162.119
95456,12004461,17504082,1,179.63
95458,12004459,17504078,1,109.821
95463,12004448,17503938,1,178.636
95465,12004443,17503921,1,142.283
95470,12004437,17503902,1,224.417
95484,11979306,17432695,1,119.487
95486,11979298,17432259,1,137.922
95489,11979293,17431698,1,107.475
95491,11979291,17431664,1,150.564
95501,11979280,17431467,1,144.685
95525,11961672,56463766,1,138.519
95529,11958906,17416033,1,146.685
95534,11958894,17414433,1,98.2934
95536,11958886,17413676,1,175.267
95537,11958885,17413437,1,160.364
95546,11958863,17411600,1,120.06
95547,11958859,17411547,1,79.3633
95553,11958842,17410879,1,141.807
95557,11958837,17410624,1,148.219
95561,11958833,17410527,1,112.666
95562,11958831,17410436,1,113.137
95569,11958824,17410319,1,134.384
95571,11958822,17410184,1,162.186
95572,11958821,17410183,1,169.47
95575,11958818,17410179,1,175.906
95576,11958817,17410178,1,144.08
95582,11958811,17410087,1,128.174
95583,11958810,17410080,1,187.831
95586,11958805,17410051,1,184.104
95587,11958804,17410050,1,165.693
95588,11958803,17410044,1,158.397
95596,11958795,17409895,1,166.896
95597,11958794,17409887,1,167.049
95598,11958793,17409886,1,161.564
95599,11958791,17409764,1,148.608
95601,11958789,17409552,1,94.4012
95608,11958780,17409283,1,181.859
95612,11958775,17409173,1,120.328
95614,11958771,17409061,1,170.012
95619,11958761,17408880,1,137.256
95631,11958746,17408636,1,153.789
95632,11958744,17408627,1,139.999
95636,11958739,17408528,1,131.337
95646,11958729,17408401,1,147.766
95648,11958727,17408241,1,157.912
95666,11958703,17407545,1,120.572
95732,11958637,17407414,1,94.8988
95765,11958604,17407381,1,149.918
95787,11958582,17407359,1,105.672
95799,11958570,17407337,1,166.296
95821,11958547,17407290,1,130.478
95842,11958524,17407247,1,102.902
95875,11958490,17407192,1,158.57
95884,11958480,17407180,1,112.78
95905,11958458,17407157,1,101.462
95908,11958455,17407154,1,122.399
95909,11958454,17407153,1,129.726
95911,11958452,17407151,1,101.02
95934,11958428,17407117,1,109.727
95986,11957729,90341236,1,132.009
95989,11957726,50107191,1,96.0479
96011,11957707,50107087,1,125.374
96012,11957706,50107086,1,119.529
96015,11957704,50107064,1,103.486
96020,11957701,90341384,1,255.268
96022,11957699,50107040,1,96.2291
96023,11957697,50107025,1,116.725
96040,11957682,50106946,1,114.546
96059,11957662,50106843,1,83.7106
96064,11957656,50106756,1,108.695
96071,11957648,50106705,1,117.708
96087,11957636,50106670,1,115.81
96091,11957626,50106637,1,118.593
96093,11957622,50106629,1,117.737
96110,11957607,90341725,1,122.561
96111,11957606,50106589,1,115.135
96124,11957592,50106542,1,103.272
96129,11957588,50106508,1,117.695
96134,11957582,90341366,1,135.519
96138,11957578,50106471,1,82.4143
96139,11957577,50106470,1,94.3866
96160,11957557,50106380,1,103.277
96164,11957553,50106356,1,107.62
96167,11957551,50106348,1,145.15
96171,11957546,50106281,1,95.2833
96191,11957524,47195871,1,192.962
96219,11957491,50106018,1,137.398
96223,11957483,50105956,1,113.784
96226,11957480,50105949,1,119.618
96231,11957477,50105934,1,128.977
96237,11957471,50105910,1,101.076
96265,11957317,17403388,1,161.065
96267,11957310,17403277,1,113.057
96273,11957300,17402475,1,164.335
96312,11957260,17402029,1,143.632
96316,11957257,17402023,1,170.318
96341,11957231,17401962,1,133.248
96351,11957221,17401944,1,176.695
96362,11957207,17401924,1,180.357
96386,11957181,17401858,1,128.361
96392,11957175,17401848,1,91.7133
96401,11957162,17401770,1,126.164
96416,11957132,17401398,1,162.965
96585,11948915,17388436,1,156.753
96593,11948905,17388265,1,122.179
96594,11948904,17388257,1,164.516
96595,11948903,17388250,1,155.178
96597,11948901,17388240,1,116.443
96599,11948899,17388219,1,167.105
96600,11948898,17388213,1,124.099
96601,11948897,17388212,1,129.633
96602,11948896,17388183,1,148.008
96604,11948894,17388169,1,125.267
96606,11948892,17388164,1,151.471
96607,11948891,17388149,1,129.912
96608,11948890,17388137,1,145.113
96609,11948889,17388124,1,124.718
96611,11948886,17388108,1,176.222
96612,11948885,17388107,1,122.293
96614,11948883,17388082,1,125.834
96616,11948881,17388067,1,138.005
96618,11948879,17388056,1,142.285
96619,11948878,17388044,1,159.479
96624,11948873,17387935,1,153.689
96626,11948869,17387851,1,166.351
96627,11948868,17387846,1,189.608
96633,11948858,17387709,1,188.63
96641,11948847,17387475,1,203.617
96643,11948845,17387473,1,124.605
96647,11948839,17387421,1,122.221
96687,11948792,17386684,1,76.7749
96690,11948787,17386568,1,158.389
96692,11948784,17386503,1,122.772
96700,11948775,17386343,1,112.562
96702,11948766,17386214,1,108.028
96704,11948763,17386153,1,124.096
96707,11948755,17386087,1,108.089
96711,11948751,17386028,1,165.136
96714,11948746,17385910,1,93.4856
96716,11948742,17385883,1,176.519
96724,11948730,17385714,1,170.388
96725,11948729,17385707,1,105.797
96727,11948727,17385680,1,143.427
96736,11936614,57259279,1,148.881
96744,11913943,26670766,1,102.653
96758,11909184,49665062,1,136.374
96762,11906735,26665455,1,125.432
96763,11905954,49828559,1,161.429
96764,11905861,26665500,1,126.495
96770,11899977,26660452,1,125.761
96791,11874612,24389229,1,98.1341
96810,11842306,22412445,1,157.875
96811,11842305,22412452,1,129.688
96812,11842304,22412444,1,130.142
96862,11841599,22413348,1,115.179
96896,11840826,24797664,1,136.742
96910,11840028,22412047,1,134.407
96912,11839945,49649543,1,204.488
96913,11839942,47195881,1,174.803
96914,11839930,49668222,1,165.474
96933,11839273,17387056,1,101.178
96934,11839272,22412617,1,145.547
96961,11837968,17388600,1,120.894
96979,11837070,22400892,1,185.319
96991,11836535,17385933,1,120.852
96994,11836391,17387468,1,108.026
96995,11836343,17401280,1,125.365
97007,11835882,14744802,1,111.073
97016,11835463,22400939,1,193.186
97062,11834481,16953919,1,143.964
97069,11834470,16953552,1,221.985
97073,11834465,16953447,1,127.407
97076,11834461,16953382,1,145.436
97077,11834460,16953365,1,128.431
97078,11834459,16953364,1,115.84
97081,11834456,16953336,1,126.794
97083,11834454,16953331,1,131.392
97086,11834451,16953304,1,169.98
97088,11834449,16953299,1,154.423
97095,11834441,16953225,1,148.91
97097,11834439,16953191,1,145.91
97099,11834437,16953176,1,137.92
97101,11834435,16953171,1,135.428
97104,11834431,16953142,1,139.636
97107,11834428,16953116,1,157.806
97114,11834419,16953038,1,141.877
97117,11834413,16952892,1,123.097
97118,11834412,16952883,1,106.251
97121,11834409,16952839,1,124.237
97131,11834397,16952489,1,134.203
97154,11731607,22414774,1,150.164
97161,11709509,50106115,1,116.639
97176,11663304,50106984,1,106.873
97183,11646094,49680120,1,162.565
97184,11644907,22405515,1,153.544
97188,11630874,90340578,1,122.867
97191,11622683,90341541,1,149.081
97196,11601903,50106151,1,119.313
97197,11601888,50106140,1,110.136
97261,11404410,29215733,1,149.315
97264,11393636,22407061,1,98.5958
97284,11278581,29215656,1,117.063
97285,11277899,49679604,1,156.024
97293,11224758,90341833,1,115.648
97342,10936336,17511604,1,178.256
97346,10893800,22406042,1,132.194
97347,10881409,24813096,1,154.063
97357,10783586,49822814,1,127.692
97410,10403687,90341012,1,149.808
97438,10247401,24391394,1,84.3256
97442,10236521,50107177,1,81.3534
97445,10220536,90341173,1,141.955
97448,10199993,26755775,1,103.271
97451,10140115,56322742,1,77.9567
97466,10061214,90341352,1,173.274
97472,10035933,90340814,1,187.127
97480,10000306,24782122,1,145.818
97482,9994453,50106930,1,113.289
97489,9976842,26755044,1,117.076
97493,9957280,26755048,1,83.5178
97498,9951025,49647338,1,139.546
97500,9944443,50106544,1,92.359
97513,9926237,50106234,1,101.589
97514,9922558,50106663,1,108.674
97518,9916275,49725089,1,188.964
97529,9905190,26756877,1,136.689
97532,9904001,26756459,1,122.219
97537,9893924,29215544,1,164.024
97541,9888075,56463301,1,114.192
97543,9885936,90341626,1,136.099
97561,9862218,56320844,1,127.948
97569,9853645,50106167,1,125.569
97570,9853099,50106355,1,119.075
97575,9845819,56463148,1,149.382
97587,9836150,50106649,1,109.483
97591,9826034,90341628,1,136.091
97600,9819432,26755039,1,162.902
97604,9815618,90340920,1,143.745
97634,9776887,24823240,1,101.594
97635,9776775,22414416,1,102.347
97636,9776676,17401246,1,239.621
97647,9754354,49673209,1,98.4633
97657,9731752,22411813,1,133.334
97658,9731751,22404487,1,169.248
97659,9731749,17386213,1,119.847
97692,9723462,49821200,1,134.976
97715,9707513,26671094,1,125.932
97716,9707512,26670828,1,106.726
97720,9704647,22400854,1,196.704
97742,9698209,17509867,1,161.405
97747,9696555,22414399,1,104.414
97752,9695908,14728294,1,162.112
97754,9695770,14718879,1,136.071
97760,9693619,14728162,1,137.89
97765,9693090,22405296,1,135.373
97782,9692112,24822338,1,128.215
97783,9692110,24822339,1,127.367
97794,9690830,49821568,1,128.752
97797,9690684,24816635,1,129.096
97798,9690554,17505447,1,186.894
97805,9689885,17516342,1,144.022
97808,9689739,17510221,1,140.639
97813,9689680,22406109,1,136.878
97816,9689554,24823539,1,96.6523
97824,9689449,22409916,1,175.475
97825,9689367,24826600,1,116.374
97837,9689235,24823366,1,104.866
97844,9689184,24815344,1,90.1622
97870,9688070,49671177,1,139.349
97878,9687676,26669889,1,124.542
97880,9687094,26726376,1,137.191
97892,9685312,26725929,1,153.849
97893,9685307,26665748,1,80.1593
97895,9685302,26726388,1,96.2284
97896,9685297,17505870,1,136.787
97897,9685293,26725615,1,122.415
97901,9685277,26665857,1,101.914
97911,9685242,49646903,1,157.647
97921,9684637,49673230,1,188.142
97926,9684573,57261776,1,195.272
97952,9684243,24833528,1,121.826
97964,9684139,24826313,1,127.036
97973,9684014,17516739,1,138.219
97975,9682872,24833301,1,151.673
97984,9682495,49677073,1,99.2237
97995,9682198,22411355,1,115.085
98002,9681936,26660280,1,100.132
98009,9681776,17387912,1,92.3054
98014,9681611,22410072,1,101.616
98017,9681576,24828709,1,141.234
98046,9679909,14745530,1,98.0981
98049,9679773,17401364,1,147.663
98052,9679653,26724377,1,172.033
98055,9679510,24785775,1,84.4634
98060,9679359,22402732,1,191.762
98061,9679312,22405789,1,178.821
98062,9679305,24823414,1,113.045
98064,9679222,24838143,1,119.145
98065,9679204,26724278,1,152.157
98100,9678052,24826031,1,139.957
98107,9677906,22411614,1,143.327
98112,9677709,24833997,1,155.257
98114,9677620,22406673,1,164.717
98115,9677576,24829044,1,82.6555
98131,9677260,16952861,1,148.229
98181,9675912,24826946,1,148.587
98183,9675877,24832435,1,113.12
98189,9675633,24828856,1,135.388
98190,9675589,24812289,1,148.307
98204,9675197,22405559,1,169.077
98208,9674473,49675607,1,152.87
98211,9672381,17516297,1,137.816
98219,9671774,24828492,1,113.302
98220,9671769,22414749,1,92.169
98236,9671133,24836647,1,137.239
98238,9671114,22406171,1,150.905
98241,9671036,49674123,1,150.369
98250,9670741,24823534,1,151.536
98261,9670496,22412845,1,165.644
98266,9670310,22406735,1,133.928
98268,9670293,22406207,1,164.08
98276,9670176,14727580,1,120.1
98280,9670055,22412338,1,162.5
98290,9669714,22401733,1,131.231
98292,9669646,24829984,1,132.569
98295,9669493,24828505,1,175.473
98306,9668979,26670249,1,133.433
98312,9668859,24831667,1,139.538
98317,9668636,17504746,1,167.556
98327,9668354,26725727,1,143.94
98344,9668037,24791718,1,118.265
98351,9667880,17401245,1,144.095
98364,9667413,24840414,1,131.937
98368,9667314,22406077,1,154.317
98383,9666883,26658159,1,127.873
98387,9666713,26658579,1,121.752
98392,9666452,26666039,1,126.196
98395,9666374,24810137,1,83.8726
98400,9666302,24791916,1,107.791
98403,9666217,24830013,1,157.845
98406,9666077,26666165,1,86.7045
98420,9665483,24835397,1,86.3502
98422,9665326,26724317,1,125.467
98424,9665301,24827779,1,136.72
98425,9665262,22405571,1,130.909
98433,9665112,26659957,1,86.1905
98435,9665053,24791780,1,162.86
98442,9664828,22414114,1,207.264
98447,9664612,24784706,1,190.579
98454,9664326,859445,1,153.096
98458,9664067,49674031,1,147.812
98468,9663733,22406398,1,144.053
98475,9663531,24836462,1,132.473
98477,9663424,17516385,1,127.329
98486,9663159,49673550,1,158.765
98495,9662909,24830972,1,132.247
98498,9662812,17513143,1,109.063
98503,9662513,24828286,1,159.223
98521,9662066,17513454,1,133.937
98539,9661422,17516247,1,128.666
98544,9661316,24828912,1,117.283
98572,9660957,26724400,1,121.137
98585,9660833,49674191,1,89.4323
98590,9660798,24830075,1,134.081
98596,9660743,24835270,1,100.571
98601,9660688,26671092,1,160.976
98609,9660653,14742045,1,136.386
98612,9660639,26671093,1,82.3769
98618,9660591,17512080,1,164.604
98633,9660248,24832661,1,112.868
98643,9659925,22408577,1,103.883
98648,9659771,24828954,1,158.284
98649,9659754,24822869,1,132.826
98652,9659716,47202631,1,98.9589
98662,9659399,26663167,1,96.6524
98690,9658790,26724439,1,87.321
98694,9658712,26657529,1,120.632
98697,9658683,22404630,1,168.239
98698,9658682,49714077,1,118.834
98701,9658411,24833946,1,127.371
98710,9658219,14719190,1,140.724
98714,9658098,26725614,1,151.913
98722,9657907,17510860,1,165.577
98723,9657888,17510599,1,143.524
98730,9657604,49824846,1,125.626
98733,9657585,22411273,1,102.625
98757,9657182,24820449,1,133.086
98758,9657171,49647987,1,165.777
98761,9657080,24831137,1,166.579
98762,9657049,49670797,1,127.374
98765,9656925,17516795,1,166.238
98770,9656729,22411275,1,241.846
98777,9656285,24836461,1,143.605
98778,9656198,24834039,1,126.737
98787,9655953,49827425,1,139.697
98788,9655936,24836357,1,116.243
98792,9655904,24835827,1,120.301
98794,9655853,16952779,1,140.273
98798,9655659,24827876,1,78.9693
98800,9655646,17504067,1,150.134
98814,9655394,26665951,1,129.517
98818,9655368,14742090,1,77.6713
98830,9655279,17517138,1,144.876
98839,9655043,24817800,1,125.044
98845,9654850,24835521,1,167.363
98851,9654396,22404554,1,189.75
98870,9653670,24779675,1,142.903
98871,9653655,26666307,1,116.274
98875,9653493,24781348,1,189.385
98882,9653403,22407263,1,224.898
98886,9653309,17513266,1,145.171
98901,9653080,24829648,1,114.858
98908,9652867,24825467,1,101.746
98911,9652820,24836646,1,151.518
98919,9652508,26657435,1,117.033
98921,9652363,49680676,1,171.802
98924,9652242,24814834,1,74.9468
98927,9651923,24814479,1,157.726
98931,9651700,24836449,1,170.612
98938,9651336,24828267,1,140.796
98939,9651327,17517083,1,121.179
98942,9651208,24829727,1,118.242
98944,9651191,24834340,1,136.975
98967,9650439,26670248,1,150.932
98968,9650436,17386525,1,140.424
98969,9650424,24828894,1,146.083
98972,9650308,49673646,1,115.711
98975,9650266,24835807,1,125.458
98976,9650186,24791902,1,115.579
98981,9649816,24831547,1,141.922
98987,9649675,22406437,1,139.858
98992,9649400,49716099,1,178.74
98994,9649377,24825458,1,147.647
99005,9648944,14746004,1,173.291
99012,9648739,22405126,1,145.67
99014,9648727,22407000,1,164.473
99016,9648631,14731408,1,160.752
99026,9648215,24838170,1,125.975
99030,9648009,24836615,1,133.993
99031,9647951,24835902,1,144.144
99035,9647697,22404712,1,157.149
99055,9647010,24815990,1,101.803
99056,9647004,17509772,1,85.4
99066,9646526,22403699,1,196.331
99068,9646475,17514306,1,140.151
99071,9646366,24811271,1,119.446
99074,9646219,49673607,1,171.155
99075,9646180,24836097,1,125.543
99076,9646169,24834694,1,154.913
99081,9646000,49676750,1,127.307
99083,9645830,17516293,1,180.05
99095,9645304,49668736,1,125.686
99096,9645252,26669922,1,112.853
99097,9645239,24781965,1,90.6336
99098,9645224,49680831,1,163.388
99099,9645220,22402042,1,144.826
99100,9645219,22409499,1,160.809
99106,9645033,24787772,1,146.076
99108,9645014,24813259,1,115.348
99115,9644798,17517238,1,190.233
99117,9644652,49673952,1,151.231
99120,9644575,49673948,1,154.652
99125,9644363,24836002,1,125.91
99129,9644282,26670353,1,165.927
99148,9643730,26725813,1,176.841
99153,9643622,24829928,1,153.982
99169,9643280,24837288,1,125.504
99176,9643155,24815343,1,157.713
99194,9642771,14745518,1,133.421
99195,9642770,49678238,1,156.279
99196,9642760,22407225,1,190.376
99218,9642380,24787423,1,97.1677
99224,9642249,26669644,1,123.347
99227,9642241,22400962,1,172.879
99228,9642230,22406683,1,128.877
99238,9642105,49670792,1,161.235
99251,9641949,24836950,1,129.919
99254,9641913,17510181,1,166.849
99256,9641756,16953910,1,179.306
99259,9641714,24835496,1,79.9563
99264,9641618,17516509,1,200.633
99274,9641314,16953159,1,173.016
99277,9641225,22404493,1,174.995
99296,9640848,22408605,1,118.691
99315,9640531,26659871,1,96.8461
99384,9638361,26726305,1,120.53
99385,9638318,26665520,1,105.265
99393,9638138,26659018,1,148.785
99418,9637680,17410662,1,164.449
99426,9637488,17512817,1,105.263
99447,9637116,26661561,1,131.591
99477,9636572,26665730,1,99.9272
99481,9636478,49817416,1,131.899
99486,9636354,26661522,1,110.355
99493,9636219,26671321,1,130.897
99501,9636099,26661560,1,135.015
99502,9636072,26671418,1,119.962
99526,9635666,26666731,1,161.69
99532,9635544,14743539,1,100.427
99539,9635427,17503840,1,161.089
99598,9634197,26671672,1,87.1806
99604,9634077,24823917,1,87.1214
99615,9633858,22401756,1,132.775
99633,9633427,17505190,1,166.13
99634,9633426,47201206,1,177.029
99643,9633328,26658811,1,139.318
99650,9633215,49667052,1,177.584
99655,9633140,17512115,1,85.4475
99690,9632573,26660406,1,84.779
99725,9631522,24821655,1,118.034
99727,9631512,26671128,1,141.164
99731,9631461,26661559,1,136.236
99737,9631364,26661004,1,172.985
99756,9630484,24834079,1,171.526
99760,9630387,24829886,1,116.863
99762,9630337,24831482,1,93.7026
99768,9630182,24834577,1,94.9435
99779,9629973,22405556,1,188.054
99789,9629785,22409807,1,154.073
99794,9629545,49678939,1,98.8564
99801,9629398,22412356,1,155.388
99831,9628228,24823527,1,134.467
99835,9628127,49673945,1,183.988
99839,9627962,26658401,1,117.531
99857,9627372,26660498,1,110.003
99863,9627275,22410803,1,106.641
99882,9626780,24780812,1,133.931
99888,9626622,17516574,1,173.947
99914,9625861,49675971,1,121.735
99915,9625839,24826666,1,185.349
99918,9625775,24836637,1,133.431
99934,9625356,24829790,1,142.991
99938,9625246,14743862,1,170.922
99944,9625138,24832167,1,162.744
99969,9624472,24836144,1,135.761
99970,9624368,49680452,1,164.511
99971,9624363,17516970,1,126.21
99983,9624139,49714633,1,105.537
99994,9623738,49668431,1,141.69
100022,9622808,24826085,1,196.051
100029,9622667,24829575,1,116.434
100031,9622660,22401489,1,96.0083
100037,9622517,24831506,1,102.654
100038,9622504,26660654,1,132.668
100041,9622464,24830259,1,143.921
100043,9622444,24822794,1,128.059
100044,9622436,24811076,1,121.761
100073,9621471,24781797,1,134.558
100076,9621441,24786828,1,140.361
100087,9621159,26669465,1,154.49
100108,9620482,16953590,1,133.672
100110,9620385,3717779,1,88.8583
100132,9619596,17514967,1,196.246
100138,9619583,24816146,1,87.9877
100157,9619291,24819358,1,119.628
100176,9618218,49715844,1,133.428
100177,9618167,14718827,1,146.377
100185,9618092,49821288,1,121.867
100205,9617884,17388349,1,120.296
100209,9617814,22412261,1,149.845
100212,9617787,49817218,1,197.193
100248,9616996,17512854,1,125.417
100257,9616928,17513967,1,74.405
100263,9616533,14729716,1,144.612
100269,9616324,17512012,1,154.712
100290,9616048,22400453,1,141.952
100304,9615897,49673149,1,180.375
100308,9615856,22413764,1,76.1881
100322,9615777,24814752,1,141.486
100330,9615667,24837378,1,184.847
100333,9615548,26662773,1,124.067
100334,9615546,26666809,1,124.614
100338,9615535,860177,1,158.35
100340,9615342,861898,1,168.451
100342,9615317,16953859,1,119.388
100354,9614785,49677420,1,126.379
100355,9614768,49680708,1,147.239
100358,9614716,14730173,1,98.8662
100362,9614694,24828406,1,158.521
100372,9614578,24834520,1,122.624
100384,9614415,22404968,1,155.161
100388,9614332,861387,1,157.088
100392,9614235,24830700,1,103.682
100394,9614065,26657705,1,94.2107
100404,9613476,14739832,1,95.552
100427,9612619,24825901,1,117.022
100435,9612480,22402008,1,132.289
100444,9612289,22404959,1,186.185
100479,9611230,49673644,1,138.96
100483,9611148,22409766,1,158.888
100504,9610178,22406831,1,159.163
100505,9610154,24827910,1,87.6531
100512,9609958,22411133,1,146.102
100520,9609760,24836494,1,147.86
100525,9609697,24826905,1,209.639
100527,9609643,22405140,1,178.071
100533,9609502,24823228,1,139.003
100535,9609431,49716137,1,170.259
100549,9609165,14727932,1,121.55
100553,9608997,17517252,1,106.207
100570,9608542,24828150,1,113.969
100583,9608151,49675670,1,168.184
100600,9607665,24836302,1,143.043
100618,9607375,26725766,1,139.421
100619,9607362,49825893,1,168.005
100626,9606977,49673744,1,141.928
100632,9606709,17387442,1,96.5317
100633,9606680,24837645,1,157.108
100639,9606483,22401041,1,220.509
100641,9606457,22404429,1,140.253
100643,9606375,17505475,1,109.51
100654,9605871,22410108,1,166.391
100670,9605513,24826076,1,96.2547
100674,9605073,24810629,1,151.826
100689,9603365,49714627,1,130.421
100691,9603177,17406953,1,153.268
100703,9601281,857242,1,130.98
100712,9600858,24823505,1,126.849
100722,9600682,24784480,1,163.334
100727,9600535,49670108,1,179.085
100732,9600464,17401308,1,126.829
100747,9600192,24823103,1,169.45
