,CID,SID,target,Efficacy
80234,16014472,49721912,0,74.9473
80246,16014461,24392047,0,
80251,16014457,49721939,0,
80254,16014455,49721924,0,
80510,16014208,24391749,0,40.7966
80516,16014204,24391745,0,
80592,16014129,24391663,0,
80613,16014106,49722290,0,80.2558
80616,16014104,24391627,0,
80655,16014041,49722144,0,112.358
80658,16014039,49731797,0,
80661,16014037,49722033,0,
80664,16014035,49722296,0,
80678,16014022,49722289,0,
80683,16014018,24391514,0,
80688,16014014,24391510,0,46.1383
80693,16014010,49722044,0,
80710,16013994,49721928,0,
80717,16013988,24391477,0,
80722,16013984,49721920,0,
80735,16013972,49721842,0,
80761,16013947,49721820,0,
80764,16013945,49731800,0,
80769,16013941,49721926,0,
80786,16013925,49721919,0,
80793,16013919,49721834,0,
80830,16013883,24391327,0,
80833,16013881,24391325,0,
80836,16013879,49721913,0,
80839,16013877,24391321,0,
80844,16013873,49721833,0,
80849,16013869,24391313,0,
80893,16013826,24391247,0,
80998,16013722,49722032,0,
81000,16013721,49722166,0,
81002,16013720,49731796,0,
81004,16013719,24391061,0,
81006,16013718,49722149,0,59.8475
81009,16013716,49722142,0,
81022,16013704,49722040,0,63.1578
81119,16013576,24390701,0,57.9505
81125,16013569,24390680,0,
81147,16013532,24390612,0,
81198,16013482,49722162,0,
81338,16013343,24390318,0,
81346,16013336,49649327,0,36.1964
81349,16013334,24390306,0,55.7346
81369,16013315,49722284,0,75.6951
81583,16013075,24389895,0,54.75
81617,16013042,24389843,0,85.5751
81810,16012854,24389601,0,124.375
81825,16012840,24389583,0,
81839,16012827,49721510,0,
81895,16012773,49668071,0,123.399
81934,16012735,24389438,0,
81939,16012731,49721085,0,
81942,16012729,49721044,0,
81996,16012676,49678180,0,118.682
82079,16012585,24389200,0,
82082,16012583,49721205,0,
82087,16012579,24389194,0,
82090,16012577,49731551,0,
82099,16012569,49668096,0,
82107,16012562,49721275,0,93.4454
82130,16012540,24389155,0,
82155,16012516,24389131,0,
82168,16012504,24389117,0,
82245,16012428,24389035,0,
82272,16012402,49721203,0,
82299,16012376,49721151,0,
82302,16012374,49721147,0,
82305,16012372,49721141,0,
82322,16012356,49732286,0,
82326,16012353,49731467,0,134.77
82336,16012344,49721202,0,
82364,16012317,49721201,0,53.4522
82367,16012315,49721143,0,
82370,16012313,49721093,0,109.041
82394,16012290,49731552,0,
82404,16012281,49720638,0,
82422,16012264,24388865,0,
82427,16012260,49721313,0,
82432,16012256,49721270,0,
82471,16012218,49731462,0,25.0314
82517,16012173,24388774,0,
82539,16012152,49731377,0,
82558,16012134,49732332,0,
82561,16012132,49732333,0,
82572,16012122,49731375,0,
82616,16012079,49731372,0,
82628,16012068,24388669,0,
82631,16012066,49731373,0,
82634,16012064,49721304,0,
82656,16012043,49720691,0,
82687,16012013,24388614,0,
82782,16011919,49721310,0,73.7233
82796,16011906,49720694,0,73.9543
82807,16011896,49720684,0,
82824,16011880,49735289,0,80.7721
82827,16011878,49720758,0,
82830,16011876,49731371,0,
82880,16011827,24388424,0,
82895,16011813,49720811,0,106.402
82911,16011798,49720880,0,
82916,16011794,24388389,0,
82919,16011792,49720604,0,
82922,16011790,24388385,0,
82938,16011775,24388367,0,
82941,16011773,49721351,0,
82943,16011772,49720617,0,
82946,16011770,24388359,0,
82948,16011769,49731288,0,
83052,16011665,24823686,0,68.8537
83099,16011619,49721346,0,27.7232
83118,16011601,24388188,0,
83131,16011589,49720812,0,
83140,16011581,49720760,0,39.8078
83165,16011557,24388142,0,
83168,16011555,24388140,0,
83174,16011551,49720667,0,49.1545
83177,16011549,24388134,0,54.2528
83180,16011547,24388132,0,44.7002
83207,16011521,24388106,0,
83246,16011483,49720794,0,67.9103
83271,16011459,24823708,0,67.8546
83278,16011453,49720793,0,
83316,16011416,24388001,0,
83425,16011308,24387888,0,
83437,16011297,49720665,0,124.92
83440,16011295,24387874,0,56.7823
83442,16011294,49720999,0,
83445,16011292,24387870,0,
83448,16011290,24387868,0,
83473,16011266,24387843,0,76.119
83532,16011208,49718766,0,
83565,16011176,49735681,0,
83594,16011148,49718754,0,55.8313
83599,16011144,49718751,0,
83636,16011108,24387683,0,
83667,16011078,49736414,0,
83678,16011068,49649774,0,
83735,16011014,24813604,0,
83742,16011008,49737071,0,109.849
83765,16010986,49721006,0,
83770,16010982,49736444,0,
83808,16010945,49649664,0,
83815,16010939,49735690,0,
83828,16010927,49720970,0,
83868,16010888,49718758,0,
83883,16010874,49649721,0,
83907,16010851,49679550,0,
83910,16010849,49679540,0,
83923,16010837,49649285,0,
83944,16010817,49679549,0,
83949,16010813,49679544,0,
83969,16010794,49718779,0,
84012,16010752,49649315,0,
84046,16010717,49649665,0,
84061,16010703,49718662,0,37.4041
84064,16010701,24387247,0,
84067,16010699,24788656,0,
84070,16010697,24788654,0,
84073,16010695,24788653,0,
84080,16010689,24387235,0,
84099,16010671,49718681,0,50.0352
84115,16010656,49718659,0,
84128,16010644,24813014,0,57.9066
84133,16010640,24813707,0,81.4686
84240,16010526,49715010,0,
84243,16010524,49714992,0,
84324,16010442,49715014,0,
84418,16010349,49824577,0,149.981
84433,16010336,24812680,0,64.7498
84438,16010332,49815819,0,122.05
84486,16010279,24386796,0,
84531,16010220,49714922,0,
84541,16010211,49715306,0,38.0724
84545,16010208,49715218,0,
84549,16010205,49735205,0,
84583,16010172,49714932,0,54.1412
84596,16010160,49714928,0,40.3892
84600,16010157,24386660,0,43.2397
84626,16010132,24386634,0,57.1583
84631,16010128,24386630,0,45.4011
84658,16010102,24783197,0,
84667,16010094,24783198,0,
84690,16010072,49715214,0,63.2046
84693,16010070,24386572,0,
84696,16010068,49735206,0,
84700,16010065,49736438,0,
84721,16010045,49736436,0,
84728,16010039,24823024,0,
84731,16010037,24386538,0,5.7695
84733,16010036,24386537,0,41.5723
84739,16010031,49715252,0,
84764,16010007,49715212,0,
84773,16009999,49715204,0,
84800,16009973,49735210,0,
84834,16009940,49735208,0,
84842,16009933,49715007,0,
84861,16009915,49715264,0,
84865,16009912,49714925,0,103.433
85047,16009731,49715057,0,
85064,16009715,24823092,0,
85205,16009575,24386012,0,53.0465
85210,16009571,49735857,0,
85256,16009526,24814849,0,79.2608
85264,16009519,49715276,0,
85275,16009509,49715248,0,
85332,16009453,24385880,0,48.9776
85377,16009409,49715275,0,
85384,16009403,49715272,0,
85451,16009337,49715300,0,
85642,16009147,24813715,0,90.5197
85677,16009114,49670150,0,
85720,16009072,49670080,0,
85727,16009066,49679623,0,
85736,16009058,49670081,0,
85760,16009035,49670091,0,
85762,16009034,24813092,0,
85772,16009025,24813645,0,
85774,16009024,24385329,0,50.9336
85776,16009023,24822997,0,
85779,16009021,24813168,0,
85782,16009019,24385323,0,55.1549
85785,16009017,24385321,0,46.7835
85787,16009016,24385320,0,
85790,16009014,24385317,0,58.2979
85823,16008982,49668275,0,
85854,16008952,49668701,0,
85941,16008866,24385146,0,
85955,16008853,24813612,0,
85988,16008821,24814881,0,
85995,16008815,24823002,0,
86001,16008810,24385088,0,
86004,16008808,24783000,0,119.037
86060,16008754,49715238,0,
86070,16008745,49715183,0,
86083,16008733,49715139,0,
86093,16008725,24384989,0,49.0551
86095,16008724,49715141,0,84.8029
86098,16008722,24384983,0,60.0093
86119,16008702,24384948,0,
86135,16008687,24384930,0,
86262,16008561,49668511,0,
86409,16008415,24811495,0,
86493,16008332,24811537,0,
86500,16008326,24811506,0,
86508,16008319,24811507,0,
86525,16008303,24384487,0,
86533,16008296,49668616,0,
86536,16008294,24384477,0,
86585,16008246,49715127,0,
86613,16008219,24384402,0,
86616,16008217,49714236,0,
86619,16008215,49736689,0,
86626,16008209,49714272,0,
86628,16008208,49734415,0,
86631,16008206,49715032,0,
86650,16008188,49715027,0,
86653,16008186,24814787,0,
86656,16008184,49715019,0,
86658,16008183,49734483,0,
86667,16008175,49714266,0,
86685,16008157,49714300,0,
86688,16008155,24384337,0,
86691,16008153,49714273,0,
86695,16008150,49714269,0,
86700,16008146,24384328,0,
86704,16008143,49736427,0,
86706,16008141,49815780,0,59.1287
86723,16008125,24384306,0,
86730,16008119,49714264,0,
86756,16008094,24811611,0,
86762,16008089,24384270,0,
86765,16008087,49737024,0,
86770,16008083,24384264,0,
86794,16008061,49714911,0,
86799,16008057,24384238,0,
86806,16008051,49734766,0,
86809,16008049,24384230,0,
86813,16008046,49714237,0,50.395
86833,16008027,49714789,0,
86854,16008007,24384187,0,
86878,16007984,49714683,0,47.6801
86884,16007979,24384159,0,
86898,16007966,24384146,0,
86908,16007958,49714772,0,
86911,16007956,49714694,0,
86916,16007952,24384132,0,48.3106
86939,16007930,49730426,0,112.466
86942,16007928,24384108,0,50.5247
86970,16007902,49734761,0,99.368
86979,16007894,24384074,0,64.0821
86984,16007890,49714761,0,97.3162
87066,16007809,49714749,0,
87074,16007802,49737022,0,74.9458
87077,16007800,49714943,0,101.195
87084,16007794,24383973,0,35.5542
87088,16007791,49731885,0,
87091,16007789,49714166,0,
87094,16007787,49714112,0,
87097,16007785,49714089,0,
87106,16007777,49714661,0,17.7464
87125,16007759,49714561,0,
87128,16007757,49714660,0,
87135,16007751,49731883,0,
87138,16007749,49734497,0,97.966
87141,16007747,49714592,0,
87146,16007743,49668507,0,
87149,16007741,49714599,0,
87151,16007740,49666778,0,
87181,16007711,49736362,0,
87191,16007702,49679488,0,
87196,16007698,49714670,0,
87201,16007694,24383869,0,
87204,16007692,24789988,0,
87207,16007690,24383865,0,34.5392
87220,16007678,49668864,0,
87239,16007660,49736360,0,
87255,16007645,49714495,0,21.6742
87257,16007644,49714557,0,43.0842
87260,16007642,49714524,0,
87263,16007640,49714517,0,
87265,16007639,49736235,0,
87267,16007638,24789985,0,
87288,16007618,49714507,0,
87292,16007615,24383788,0,64.5811
87299,16007609,49731791,0,52.7802
87302,16007607,49736618,0,49.4223
87320,16007590,49714498,0,
87322,16007589,49714514,0,
87325,16007587,49714504,0,
87328,16007585,49714552,0,
87331,16007583,49714518,0,
87334,16007581,49714513,0,37.9125
87337,16007579,24383752,0,13.9649
87344,16007573,24812515,0,
87347,16007571,49714669,0,
87350,16007569,49714664,0,
87353,16007567,49731877,0,
87356,16007565,49714650,0,
87364,16007558,49714492,0,
87378,16007545,24789999,0,
87397,16007527,24790057,0,
87409,16007516,49714516,0,
87428,16007498,49714544,0,
87431,16007496,49714529,0,
87441,16007487,49735363,0,
87443,16007486,49736239,0,
87455,16007475,24812354,0,
87457,16007474,49714658,0,
87464,16007468,49731785,0,
87472,16007461,49714417,0,
87475,16007459,49714410,0,198.831
87477,16007458,49731865,0,73.1463
87479,16007457,49714668,0,
87482,16007455,49714663,0,42.5371
87487,16007451,49714653,0,
87490,16007449,49736630,0,
87498,16007442,24823275,0,
87500,16007441,49714506,0,
87503,16007439,49714501,0,114.037
87506,16007437,49714527,0,
87513,16007431,49714594,0,
87525,16007420,24383576,0,49.3495
87528,16007418,49668015,0,
87533,16007414,24814506,0,
87551,16007397,49679667,0,
87602,16003637,24397962,0,
87630,16003183,24415679,0,
87656,16002891,49714374,0,
87708,16002087,49734348,0,75.6887
87768,16001184,49714496,0,35.7339
87806,16000544,49715449,0,125.71
87850,15999556,49666786,0,
87858,15999416,24398802,0,46.1476
87870,15999174,49716864,0,
87935,15998025,49736498,0,
88049,15996024,49715462,0,
88095,15995318,24383567,0,77.5411
88208,15993229,49715662,0,
88217,15993076,49717272,0,45.1028
88342,15991474,49670406,0,
88345,15991472,49670909,0,
88350,15991469,49714715,0,
88353,15991467,24275988,0,
88357,15991464,49815862,0,
88364,15991457,49716650,0,
88367,15991455,49716643,0,86.6529
88383,15991440,24275897,0,68.9823
88398,15991426,49716473,0,
88407,15991418,49736583,0,
88523,15991301,24823049,0,
88525,15991300,49668820,0,
88553,15991273,24274074,0,53.5364
88626,15991179,24273235,0,55.701
88630,15991176,49649182,0,
88636,15991171,49667782,0,
88670,15991135,49668807,0,
88672,15991134,49680071,0,
88679,15991127,49714839,0,
88681,15991126,49736083,0,
88686,15991122,49714822,0,
88720,15991089,49679640,0,
88800,15991005,49734400,0,
88819,15990987,24271731,0,51.4713
88833,15990974,49679711,0,
88872,15990936,24271675,0,54.3679
88877,15990932,49714377,0,
88895,15990915,24814535,0,73.9261
88898,15990913,24814536,0,
88961,15990851,49714188,0,
88965,15990848,49714139,0,
88972,15990842,49731536,0,
88986,15990830,24271558,0,37.9171
88992,15990825,49714122,0,
88995,15990823,49714228,0,
89006,15990813,49714187,0,
89009,15990811,49714183,0,
89014,15990807,49714225,0,
89025,15990797,49714232,0,
89032,15990791,49714133,0,
89036,15990788,49714286,0,
89044,15990781,49714220,0,
89047,15990779,49734371,0,
89054,15990773,49714190,0,49.1331
89057,15990771,24823171,0,
89086,15990743,49714125,0,
89091,15990739,49714196,0,
89093,15990738,24271463,0,53.9792
89099,15990733,24823837,0,
89120,15990714,24823867,0,
89123,15990712,24823840,0,
89126,15990710,49731540,0,
89129,15990708,24822844,0,
89132,15990706,49714174,0,
89135,15990704,49714134,0,46.5809
89167,15990673,49715989,0,
89175,15990666,24271380,0,40.5254
89182,15990660,24814641,0,
89191,15990652,49715992,0,
89230,15990614,49714230,0,
89232,15990613,49714222,0,
89239,15990607,24814467,0,
89245,15990602,49669102,0,111.983
89302,15990546,24271224,0,70.9577
89314,15990535,24813877,0,
89316,15990534,49716628,0,
89429,15990412,49715940,0,
89496,15990343,24270985,0,44.3697
89529,15990311,24270946,0,49.9961
89548,15990293,49716209,0,
89551,15990291,49716328,0,
89561,15990282,49735297,0,
89573,15990272,49716308,0,
89583,15990263,49731274,0,
89592,15990255,49716208,0,
89603,15990245,49731357,0,
89627,15990222,49716207,0,
89640,15990210,24270837,0,59.7821
89671,15990180,49736253,0,158.163
89719,15990134,49667271,0,
89745,15990109,49679593,0,150.955
89754,15990100,49716172,0,
89766,15990089,49716167,0,53.5486
89776,15990080,49716231,0,
89779,15990078,24270693,0,49.677
89782,15990076,49735716,0,
89786,15990073,49679435,0,
89789,15990071,49716161,0,
89800,15990061,49716108,0,
89803,15990059,49731262,0,
89805,15990058,49731354,0,
89823,15990041,49716238,0,
89844,15990021,49716322,0,
89848,15990018,24270629,0,62.0495
89850,15990017,49716313,0,
89853,15990015,24270626,0,22.1723
89874,15989995,24270606,0,66.0135
89877,15989993,49679413,0,139.608
89928,15989943,49731256,0,
89945,15989927,49815854,0,
89963,15989908,49669679,0,
90041,15989829,24812420,0,
90067,15989804,24813816,0,
90073,15989799,24270322,0,35.7661
90110,15989763,24810251,0,
90115,15989759,24812568,0,
90117,15989758,24813817,0,
90119,15989757,49669765,0,
90125,15989752,49668963,0,
90128,15989750,24823665,0,
90131,15989748,24823664,0,
90154,15989726,24813670,0,
90166,15989715,24810458,0,
90168,15989714,49668901,0,
90174,15989709,49669095,0,
90192,15989692,49668894,0,
90217,15989668,49668353,0,
90259,15989627,24810329,0,
90294,15989593,49715751,0,
90305,15989583,24813473,0,
90310,15989579,49715620,0,
90313,15989577,24270010,0,
90327,15989564,49669230,0,
90329,15989563,49669305,0,
90335,15989558,49669769,0,
90352,15989542,49669767,0,98.2502
90355,15989540,49669764,0,
90358,15989538,49670206,0,
90361,15989536,49669733,0,
90364,15989534,49669240,0,
90367,15989532,49669353,0,
90385,15989515,49823984,0,
90393,15989508,24810581,0,71.0804
90396,15989506,49824013,0,
90412,15989491,24812588,0,44.0127
90419,15989485,49668529,0,
90435,15989470,24812351,0,
90496,15989410,49715693,0,
90524,15989383,49736107,0,
90526,15989382,24822015,0,
90528,15989381,49715669,0,
90530,15989380,24822014,0,
90538,15989373,49735732,0,
90556,15989356,49715347,0,
90624,15989289,24821568,0,
90629,15989285,24821566,0,
90648,15989267,24821711,0,
90651,15989265,24812348,0,
90659,15989258,24812489,0,
90697,15989221,24812385,0,
90848,15989071,24823117,0,
90853,15989067,24269405,0,
90858,15989063,24269397,0,
90861,15989061,24269394,0,
90878,15989045,24269376,0,
90881,15989043,24269374,0,
90884,15989041,49667208,0,67.203
90901,15989025,24269351,0,
90906,15989021,24269347,0,77.4838
90910,15989018,24269343,0,
90932,15988997,24269313,0,28.1405
91029,15988901,24269169,0,
91032,15988899,24269167,0,
91036,15988896,24269164,0,31.0283
91062,15988871,24269129,0,
91066,15988868,24269126,0,
91070,15988865,24269123,0,
91072,15988864,24269122,0,
91085,15988852,24269105,0,
91088,15988850,24269103,0,
91108,15988831,24269073,0,
91128,15988813,24785491,0,
91138,15988804,24269036,0,
91140,15988803,24269035,0,
91142,15988802,24269034,0,
91146,15988799,24269030,0,
91148,15988798,24269029,0,
91150,15988797,24269028,0,
91152,15988796,24269027,0,
91154,15988795,24269026,0,
91172,15988778,24269009,0,
91178,15988773,24269004,0,
91184,15988768,24268999,0,
91209,15988744,24268974,0,
91215,15988739,24823165,0,
91217,15988738,24268965,0,49.5618
91237,15988719,24268943,0,
91239,15988718,24823022,0,
91252,15988702,24268912,0,
91255,15988700,49716015,0,125.306
91257,15988699,24268907,0,
91260,15988697,24268905,0,66.5366
91262,15988696,24268904,0,83.9475
91267,15988692,24268898,0,
91270,15988690,24268895,0,55.3883
91277,15988684,24268885,0,
91287,15988675,24268875,0,
91292,15988671,24268865,0,
91301,15988663,24268853,0,
91306,15988659,24268848,0,71.6524
91308,15988658,24268847,0,
91630,15988299,24268465,0,
91673,15988257,24268421,0,
91694,15988237,24268401,0,
91697,15988235,24268399,0,
91722,15988211,24268372,0,
91734,15988200,24268358,0,
91745,15988190,24268348,0,
91761,15988175,24268332,0,
91787,15988150,24268306,0,
91801,15988137,24268285,0,
91811,15988128,24268274,0,
91824,15988116,24268254,0,
91831,15988110,24268248,0,
91836,15988106,24268244,0,
91847,15988096,24823620,0,54.0364
91870,15988074,24268204,0,
91873,15988072,24268202,0,
91876,15988070,24268198,0,
91897,15988050,24268176,0,
91902,15988046,24268172,0,
91905,15988044,24268170,0,
91908,15988042,24268168,0,
91915,15988036,24268162,0,
91926,15988026,24268144,0,
91928,15988025,49716515,0,49.8094
91931,15988023,24268140,0,
91943,15988012,24268127,0,
91947,15988009,24268123,0,
91993,15987961,24267982,0,
91997,15987958,24267974,0,
92019,15987937,24267934,0,
92054,15987901,24267854,0,58.1563
92056,15987900,24267850,0,
92060,15987897,24267844,0,
92062,15987896,24267842,0,
92068,15987891,24267822,0,
92072,15987888,24267816,0,46.6699
92085,15987876,24267772,0,
92090,15987872,24813500,0,37.5867
92092,15987871,24267762,0,
92101,15987863,24267744,0,
92108,15987857,24267736,0,
92135,15987830,24267681,0,
92189,15987777,24267567,0,
92200,15987767,24267524,0,
92205,15987763,24267513,0,
92220,15987749,49715646,0,142.155
92233,15987738,49735224,0,91.7273
92236,15987736,24267432,0,
92238,15987735,24267430,0,
92240,15987734,49715645,0,80.275
92255,15987720,24267392,0,
92258,15987718,24267385,0,
92262,15987715,24267381,0,
92280,15987698,24267315,0,
92296,15987683,24267263,0,
92303,15987677,24267257,0,
92306,15987675,24267255,0,
92308,15987674,24267253,0,
92311,15987672,24267251,0,
92313,15987671,24267233,0,
92316,15987669,24267231,0,
92341,15987645,24267187,0,44.6739
92382,15987605,24788746,0,
92389,15987599,24267078,0,
92393,15987596,24267070,0,
92398,15987592,24267064,0,
92690,15945579,24383562,0,
92720,15945551,24384727,0,
92723,15945549,22411877,0,75.7305
92761,15945509,24386486,0,60.416
92763,15945508,24386492,0,
92768,15945504,24384534,0,
92787,15945487,22411721,0,62.5377
92789,15945486,22411720,0,105.295
92792,15945484,24388445,0,48.4906
92794,15945483,22411715,0,57.1953
92797,15945481,22411711,0,102.589
92799,15945480,24271175,0,
92801,15945479,22411709,0,105.772
93314,15944873,22402220,0,
93341,15944836,22401960,0,
93348,15944827,22401885,0,
93436,15944709,24386722,0,92.9372
93438,15944708,22400646,0,
93457,15944686,22400579,0,
93568,15270871,24826579,0,
93704,13456556,11112954,0,
93998,12006192,17515860,0,186.056
94037,12006151,17515804,0,124.647
94039,12006150,17515802,0,124.947
94041,12006149,17515801,0,
94050,12006141,17515782,0,
94063,12006127,24269450,0,
94092,12006099,24269424,0,
94276,12005899,24411762,0,
94303,12005871,24411804,0,
94315,12005859,24411520,0,36.3289
94358,12005817,24411802,0,
94477,12005638,17512533,0,44.3502
94590,12005506,17511355,0,
94601,12005495,24268874,0,82.586
94635,12005437,24268395,0,
94677,12005381,24268397,0,
94679,12005380,24268393,0,
94704,12005352,17510829,0,
94710,12005347,17510813,0,
94736,12005317,29216839,0,58.4852
94743,12005311,17510683,0,
94745,12005310,17510682,0,
94777,12005275,17510587,0,
94809,12005244,17510527,0,
94901,12005128,24269341,0,
94948,12005074,24267739,0,
94955,12005069,17510007,0,
94970,12005054,17509936,0,
94989,12005034,17509899,0,
94995,12005025,17509880,0,
95004,12005017,24398799,0,
95007,12005015,24398763,0,
95013,12005008,17509850,0,119.181
95100,12004913,17509627,0,
95102,12004912,17509626,0,
95104,12004911,17509625,0,
95107,12004909,17509623,0,
95149,12004865,17509525,0,65.0074
95157,12004858,17509508,0,
95176,12004839,17509470,0,
95194,12004820,24269452,0,
95197,12004818,24269425,0,49.9037
95251,12004759,17509247,0,
95261,12004749,24269447,0,
95355,12004607,24269422,0,
95449,12004468,17504124,0,
95625,11958752,17408765,0,99.3133
95987,11957728,50107226,0,124.626
95994,11957722,50107173,0,41.6455
95996,11957721,50107163,0,32.6415
96001,11957716,50107140,0,72.9299
96006,11957712,50107136,0,59.4346
96013,11957705,50107076,0,31.969
96018,11957702,90341077,0,93.3456
96028,11957690,50106983,0,
96036,11957684,50106961,0,
96038,11957683,50106951,0,
96051,11957668,50106876,0,65.6762
96065,11957655,90340752,0,76.2026
96068,11957650,90341594,0,59.2755
96072,11957647,50106696,0,
96076,11957644,90340887,0,
96082,11957638,85231120,0,
96085,11957637,90341041,0,
96094,11957621,50106625,0,15.5
96096,11957618,50106618,0,
96100,11957616,50106614,0,27.5
96106,11957610,90341544,0,51.5798
96115,11957599,56463263,0,83.8685
96120,11957594,50106546,0,32.1367
96122,11957593,50106543,0,41.7078
96125,11957591,56463462,0,44.4977
96131,11957584,56463297,0,68.0645
96140,11957576,50106469,0,72.6954
96146,11957570,50106446,0,
96150,11957566,56463199,0,42.9012
96153,11957564,50106415,0,
96168,11957548,50106307,0,
96173,11957542,50106259,0,23.0
96175,11957541,50106258,0,24.0
96179,11957537,50106252,0,16.5
96192,11957520,50106155,0,22.0
96195,11957516,50106138,0,
96200,11957512,50106117,0,12.0
96202,11957508,50106109,0,21.0531
96207,11957504,90340896,0,99.7108
96212,11957499,50104781,0,
96229,11957478,56463469,0,58.2838
96234,11957475,50105922,0,98.0499
96239,11957469,50105902,0,
96245,11957460,90341745,0,58.5954
96247,11957454,56463328,0,53.0475
96254,11957443,50105737,0,
96314,11957258,24268363,0,
96326,11957246,24270238,0,
96329,11957243,24269148,0,
96365,11957203,17401919,0,
96369,11957200,24383744,0,
97180,11647992,50107187,0,37.0558
97203,11575713,26754865,0,
97251,11438055,85146460,0,
97254,11417991,50106228,0,14.5
97262,11401613,26753521,0,24.0
97266,11384313,29216859,0,
97299,11207937,90340855,0,36.5104
97325,11051686,50111397,0,
97340,10938773,49720868,0,
97411,10386195,50106239,0,16.0
97425,10321498,50106957,0,67.4063
97427,10314472,26719715,0,44.6667
97446,10220250,50106956,0,41.2213
97452,10131132,50106119,0,17.5
97464,10063341,26754867,0,137.511
97511,9926639,50106111,0,17.5
97523,9909521,26732634,0,90.2103
97534,9899402,50107029,0,46.477
97539,9889433,50107013,0,30.0
97546,9884593,56463500,0,65.2655
97550,9883500,50106899,0,16.0
97566,9855833,56463131,0,60.853
97578,9841284,26753545,0,
97601,9818540,50107202,0,43.7252
97613,9798284,50106267,0,31.0962
97620,9794588,50106558,0,68.8879
100736,9600409,26756452,0,
102362,9574235,29216350,0,
102474,9568512,26754478,0,
102966,9560989,855640,0,83.3285
103626,9551714,14741782,0,125.789
103657,9551671,14741444,0,
103766,9551548,24387204,0,
103778,9551537,24385812,0,
103790,9551526,14738654,0,111.345
103800,9551517,24267852,0,
103807,9551510,24385617,0,
103824,9551494,24267896,0,
103830,9551488,24416816,0,
103835,9551484,24267515,0,
103838,9551482,24267713,0,
103863,9551453,24268200,0,
103890,9551422,14738397,0,112.025
103893,9551420,14738393,0,85.4251
103899,9551415,24383631,0,41.674
103913,9551400,24384684,0,
103956,9551357,14738278,0,
103996,9551315,24384924,0,
104010,9551302,24385294,0,
104012,9551301,24385296,0,
104021,9551293,24385053,0,
104055,9551259,24417388,0,38.1797
104062,9551253,14738020,0,58.454
104066,9551250,24384815,0,
104074,9551243,24385307,0,
104076,9551242,24385334,0,
104084,9551235,14737975,0,44.6672
104088,9551232,24271304,0,
104092,9551229,14737967,0,
104095,9551227,24271287,0,40.9735
104098,9551225,14737961,0,
104104,9551220,24398336,0,
104107,9551218,24384678,0,
104115,9551211,29216857,0,
104129,9551197,24270301,0,
104138,9551189,24271050,0,
104168,9551160,24271490,0,
104195,9551133,24268966,0,
104210,9551117,24268771,0,35.121
104216,9551112,14737668,0,97.8862
104254,9551068,24270268,0,62.0296
104259,9551064,24270479,0,
104270,9551055,24269178,0,
104283,9551043,24414976,0,
104290,9551037,24268937,0,
104304,9551024,24271309,0,
104306,9551023,24271335,0,
104334,9550993,14737315,0,114.4
104352,9550975,24398394,0,
104354,9550974,24398647,0,
104356,9550973,14737289,0,114.658
104361,9550968,24383905,0,
104379,9550951,14737183,0,
104421,9550906,14737103,0,
104450,9550876,24271395,0,
104487,9550832,14735715,0,
104493,9550827,14735709,0,
104507,9550814,24389509,0,
104532,9550789,14735612,0,
104541,9550781,14735601,0,
104545,9550778,14735598,0,
104550,9550774,24407996,0,
104573,9550750,14735522,0,
104576,9550748,14735520,0,
104580,9550745,14735517,0,
104590,9550735,14735488,0,
104598,9550728,14735478,0,
104610,9550717,24267685,0,
104632,9550694,24267163,0,57.1328
104661,9550665,14735308,0,117.426
104731,9550593,24384327,0,72.0958
104751,9550574,24388886,0,
104755,9550571,24389353,0,
104778,9550545,14733886,0,
104802,9550523,14733513,0,
104811,9550515,14733491,0,
104814,9550513,14733489,0,
104824,9550504,14733480,0,
104851,9550474,14733383,0,106.603
104853,9550473,14733382,0,
104859,9550468,14733377,0,93.7952
104861,9550466,14733375,0,
104886,9550442,14733284,0,
104889,9550440,14733282,0,
104917,9550413,14733208,0,
104952,9550375,14733094,0,52.404
104963,9550365,14733051,0,
104980,9550347,14733006,0,
105000,9550322,24267434,0,79.0795
105004,9550319,24267691,0,
105007,9550317,24398753,0,
105025,9550298,24269115,0,
105038,9550285,14732762,0,122.832
105093,9550231,14732235,0,
105105,9550218,24385959,0,43.0316
105153,9550168,24270296,0,62.7668
105155,9550167,24389206,0,
105171,9550151,24269139,0,
105180,9550143,14731712,0,
105204,9550120,14731524,0,
105216,9550107,14731363,0,
105241,9550081,14731314,0,
105253,9550069,14731169,0,
105258,9550064,24387858,0,
105321,9549989,14729174,0,
105323,9549988,24269145,0,49.3407
105499,9549693,3713680,0,50.8862
105940,9547816,14728795,0,
105944,9547813,14728583,0,82.5634
105953,9547805,14728587,0,149.873
105955,9547804,14728865,0,138.919
105957,9547801,14728654,0,
105960,9547790,14728588,0,
105963,9547788,29216008,0,75.8988
105966,9547786,14728822,0,
105968,9547785,14728863,0,
105973,9547776,14728919,0,
105976,9547774,14728585,0,
105983,9547770,14728580,0,
105987,9547768,14728577,0,
105989,9547767,14728821,0,78.323
105991,9547766,14728582,0,
105993,9547765,14728476,0,
105995,9547764,14728603,0,
106002,9547750,14728602,0,
106007,9547746,14728765,0,
106010,9547744,14728504,0,
106012,9547743,14728506,0,
106485,9448974,49734119,0,
106987,9269643,24267176,0,57.6326
108918,8099700,49723307,0,
108929,8099630,49732409,0,
